persona_id,question,answer
ee335dcf-1d34-44df-b53a-66c445ecadb7,I wouldn't spend my time reading a book of poetry.,Neutral
ee335dcf-1d34-44df-b53a-66c445ecadb7,"I plan ahead and organize things, to avoid scrambling at the last minute.",Strongly Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,"My attitude toward people who have treated me badly is ""forgive and forget"".",Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I think that most people like some aspects of my personality.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I don’t mind doing jobs that involve dangerous work.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,"I wouldn't use flattery to get a raise or promotion at work, even if I thought it would succeed.",Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I enjoy looking at maps of different places.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I often push myself very hard when trying to achieve a goal.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I generally accept people’s faults without complaining about them.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,"In social situations, I'm usually the one who makes the first move.",Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I worry a lot less than most people do.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I would be tempted to buy stolen property if I were financially tight.,Strongly Disagree
ee335dcf-1d34-44df-b53a-66c445ecadb7,"I would enjoy creating a work of art, such as a novel, a song, or a painting.",Neutral
ee335dcf-1d34-44df-b53a-66c445ecadb7,"When working on something, I don't pay much attention to small details.",Disagree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I am usually quite flexible in my opinions when people disagree with me.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I enjoy having lots of people around to talk with.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I can handle difficult situations without needing emotional support from anyone else.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,"I would like to live in a very expensive, high-class neighborhood.",Neutral
ee335dcf-1d34-44df-b53a-66c445ecadb7,I like people who have unconventional views.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I make a lot of mistakes because I don't think before I act.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,"I rarely feel anger, even when people treat me quite badly.",Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,"On most days, I feel cheerful and optimistic.",Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,"When someone I know well is unhappy, I can almost feel that person's pain myself.",Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I wouldn’t want people to treat me as though I were superior to them.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,"If I had the opportunity, I would like to attend a classical music concert.",Neutral
ee335dcf-1d34-44df-b53a-66c445ecadb7,People often joke with me about the messiness of my room or desk.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,"If someone has cheated me once, I will always feel suspicious of that person.",Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I feel that I am an unpopular person.,Neutral
ee335dcf-1d34-44df-b53a-66c445ecadb7,"When it comes to physical danger, I am very fearful.",Disagree
ee335dcf-1d34-44df-b53a-66c445ecadb7,"If I want something from someone, I will laugh at that person's worst jokes.",Neutral
ee335dcf-1d34-44df-b53a-66c445ecadb7,I would be very bored by a book about the history of science and technology.,Neutral
ee335dcf-1d34-44df-b53a-66c445ecadb7,"Often when I set a goal, I end up quitting without having reached it.",Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I tend to be lenient in judging other people.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,"When I'm in a group of people, I'm often the one who speaks on behalf of the group.",Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,"I rarely, if ever, have trouble sleeping due to stress or anxiety.",Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,"I would never accept a bribe, even if it were very large.",Strongly Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,People have often told me that I have a good imagination.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,"I always try to be accurate in my work, even at the expense of time.",Strongly Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,"When people tell me that I’m wrong, my first reaction is to argue with them.",Neutral
ee335dcf-1d34-44df-b53a-66c445ecadb7,I prefer jobs that involve active social interaction to those that involve working alone.,Strongly Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,"Whenever I feel worried about something, I want to share my concern with another person.",Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I would like to be seen driving around in a very expensive car.,Neutral
ee335dcf-1d34-44df-b53a-66c445ecadb7,I think of myself as a somewhat eccentric person.,Neutral
ee335dcf-1d34-44df-b53a-66c445ecadb7,I don’t allow my impulses to govern my behavior.,Strongly Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,Most people tend to get angry more quickly than I do.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,People often tell me that I should try to cheer up.,Neutral
ee335dcf-1d34-44df-b53a-66c445ecadb7,I feel strong emotions when someone close to me is going away for a long time.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I think that I am entitled to more respect than the average person is.,Neutral
ee335dcf-1d34-44df-b53a-66c445ecadb7,Sometimes I like to just watch the wind as it blows through the trees.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,"When working, I sometimes have difficulties due to being disorganized.",Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I find it hard to fully forgive someone who has done something mean to me.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I sometimes feel that I am a worthless person.,Neutral
ee335dcf-1d34-44df-b53a-66c445ecadb7,Even in an emergency I wouldn't feel like panicking.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I wouldn't pretend to like someone just to get that person to do favors for me.,Strongly Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I’ve never really enjoyed looking through an encyclopedia.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I do only the minimum amount of work needed to get by.,Disagree
ee335dcf-1d34-44df-b53a-66c445ecadb7,"Even when people make a lot of mistakes, I rarely say anything negative.",Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I tend to feel quite self-conscious when speaking in front of a group of people.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I get very anxious when waiting to hear about an important decision.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,"I’d be tempted to use counterfeit money, if I were sure I could get away with it.",Strongly Disagree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I don't think of myself as the artistic or creative type.,Neutral
ee335dcf-1d34-44df-b53a-66c445ecadb7,People often call me a perfectionist.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I find it hard to compromise with people when I really think I’m right.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,The first thing that I always do in a new place is to make friends.,Neutral
ee335dcf-1d34-44df-b53a-66c445ecadb7,I rarely discuss my problems with other people.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I would get a lot of pleasure from owning expensive luxury goods.,Neutral
ee335dcf-1d34-44df-b53a-66c445ecadb7,I find it boring to discuss philosophy.,Neutral
ee335dcf-1d34-44df-b53a-66c445ecadb7,"I prefer to do whatever comes to mind, rather than stick to a plan.",Neutral
ee335dcf-1d34-44df-b53a-66c445ecadb7,I find it hard to keep my temper when people insult me.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,Most people are more upbeat and dynamic than I generally am.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I remain unemotional even in situations where most people get very sentimental.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I want people to know that I am an important person of high status.,Neutral
ee335dcf-1d34-44df-b53a-66c445ecadb7,I have sympathy for people who are less fortunate than I am.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I try to give generously to those in need.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,It wouldn’t bother me to harm someone I didn’t like.,Strongly Disagree
ee335dcf-1d34-44df-b53a-66c445ecadb7,People see me as a hard-hearted person.,Neutral
a32089a1-1740-417b-87f2-266d3db53b61,I would be quite bored by a visit to an art gallery.,Neutral
a32089a1-1740-417b-87f2-266d3db53b61,I clean my office or home quite frequently.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,"I rarely hold a grudge, even against people who have badly wronged me.",Agree
a32089a1-1740-417b-87f2-266d3db53b61,I feel reasonably satisfied with myself overall.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,I would feel afraid if I had to travel in bad weather conditions.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,"If I want something from a person I dislike, I will act very nicely toward that person in order to get it.",Agree
a32089a1-1740-417b-87f2-266d3db53b61,I'm interested in learning about the history and politics of other countries.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,"When working, I often set ambitious goals for myself.",Strongly Agree
a32089a1-1740-417b-87f2-266d3db53b61,People sometimes tell me that I am too critical of others.,Neutral
a32089a1-1740-417b-87f2-266d3db53b61,I rarely express my opinions in group meetings.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,I sometimes can't help worrying about little things.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,"If I knew that I could never get caught, I would be willing to steal a million dollars.",Disagree
a32089a1-1740-417b-87f2-266d3db53b61,I would like a job that requires following a routine rather than being creative.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,I often check my work over repeatedly to find any mistakes.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,People sometimes tell me that I'm too stubborn.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,"I avoid making ""small talk"" with people.",Neutral
a32089a1-1740-417b-87f2-266d3db53b61,"When I suffer from a painful experience, I need someone to make me feel comfortable.",Agree
a32089a1-1740-417b-87f2-266d3db53b61,Having a lot of money is not especially important to me.,Neutral
a32089a1-1740-417b-87f2-266d3db53b61,I think that paying attention to radical ideas is a waste of time.,Disagree
a32089a1-1740-417b-87f2-266d3db53b61,I make decisions based on the feeling of the moment rather than on careful thought.,Disagree
a32089a1-1740-417b-87f2-266d3db53b61,People think of me as someone who has a quick temper.,Neutral
a32089a1-1740-417b-87f2-266d3db53b61,I am energetic nearly all the time.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,I feel like crying when I see other people crying.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,I am an ordinary person who is no better than others.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,I wouldn't spend my time reading a book of poetry.,Neutral
a32089a1-1740-417b-87f2-266d3db53b61,"I plan ahead and organize things, to avoid scrambling at the last minute.",Strongly Agree
a32089a1-1740-417b-87f2-266d3db53b61,"My attitude toward people who have treated me badly is ""forgive and forget"".",Agree
a32089a1-1740-417b-87f2-266d3db53b61,I think that most people like some aspects of my personality.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,I don’t mind doing jobs that involve dangerous work.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,"I wouldn't use flattery to get a raise or promotion at work, even if I thought it would succeed.",Agree
a32089a1-1740-417b-87f2-266d3db53b61,I enjoy looking at maps of different places.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,I often push myself very hard when trying to achieve a goal.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,I generally accept people’s faults without complaining about them.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,"In social situations, I'm usually the one who makes the first move.",Agree
a32089a1-1740-417b-87f2-266d3db53b61,I worry a lot less than most people do.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,I would be tempted to buy stolen property if I were financially tight.,Strongly Disagree
a32089a1-1740-417b-87f2-266d3db53b61,"I would enjoy creating a work of art, such as a novel, a song, or a painting.",Agree
a32089a1-1740-417b-87f2-266d3db53b61,"When working on something, I don't pay much attention to small details.",Disagree
a32089a1-1740-417b-87f2-266d3db53b61,I am usually quite flexible in my opinions when people disagree with me.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,I enjoy having lots of people around to talk with.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,I can handle difficult situations without needing emotional support from anyone else.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,"I would like to live in a very expensive, high-class neighborhood.",Neutral
a32089a1-1740-417b-87f2-266d3db53b61,I like people who have unconventional views.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,I make a lot of mistakes because I don't think before I act.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,"I rarely feel anger, even when people treat me quite badly.",Agree
a32089a1-1740-417b-87f2-266d3db53b61,"On most days, I feel cheerful and optimistic.",Agree
a32089a1-1740-417b-87f2-266d3db53b61,"When someone I know well is unhappy, I can almost feel that person's pain myself.",Agree
a32089a1-1740-417b-87f2-266d3db53b61,I wouldn’t want people to treat me as though I were superior to them.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,"If I had the opportunity, I would like to attend a classical music concert.",Neutral
a32089a1-1740-417b-87f2-266d3db53b61,People often joke with me about the messiness of my room or desk.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,"If someone has cheated me once, I will always feel suspicious of that person.",Agree
a32089a1-1740-417b-87f2-266d3db53b61,I feel that I am an unpopular person.,Neutral
a32089a1-1740-417b-87f2-266d3db53b61,"When it comes to physical danger, I am very fearful.",Disagree
a32089a1-1740-417b-87f2-266d3db53b61,"If I want something from someone, I will laugh at that person's worst jokes.",Neutral
a32089a1-1740-417b-87f2-266d3db53b61,I would be very bored by a book about the history of science and technology.,Neutral
a32089a1-1740-417b-87f2-266d3db53b61,"Often when I set a goal, I end up quitting without having reached it.",Agree
a32089a1-1740-417b-87f2-266d3db53b61,I tend to be lenient in judging other people.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,"When I'm in a group of people, I'm often the one who speaks on behalf of the group.",Agree
a32089a1-1740-417b-87f2-266d3db53b61,"I rarely, if ever, have trouble sleeping due to stress or anxiety.",Agree
a32089a1-1740-417b-87f2-266d3db53b61,"I would never accept a bribe, even if it were very large.",Strongly Agree
a32089a1-1740-417b-87f2-266d3db53b61,People have often told me that I have a good imagination.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,"I always try to be accurate in my work, even at the expense of time.",Strongly Agree
a32089a1-1740-417b-87f2-266d3db53b61,"When people tell me that I’m wrong, my first reaction is to argue with them.",Neutral
a32089a1-1740-417b-87f2-266d3db53b61,I prefer jobs that involve active social interaction to those that involve working alone.,Strongly Agree
a32089a1-1740-417b-87f2-266d3db53b61,"Whenever I feel worried about something, I want to share my concern with another person.",Agree
a32089a1-1740-417b-87f2-266d3db53b61,I would like to be seen driving around in a very expensive car.,Neutral
a32089a1-1740-417b-87f2-266d3db53b61,I think of myself as a somewhat eccentric person.,Neutral
a32089a1-1740-417b-87f2-266d3db53b61,I don’t allow my impulses to govern my behavior.,Strongly Agree
a32089a1-1740-417b-87f2-266d3db53b61,Most people tend to get angry more quickly than I do.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,People often tell me that I should try to cheer up.,Neutral
a32089a1-1740-417b-87f2-266d3db53b61,I feel strong emotions when someone close to me is going away for a long time.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,I think that I am entitled to more respect than the average person is.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,Sometimes I like to just watch the wind as it blows through the trees.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,"When working, I sometimes have difficulties due to being disorganized.",Agree
a32089a1-1740-417b-87f2-266d3db53b61,I find it hard to fully forgive someone who has done something mean to me.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,I sometimes feel that I am a worthless person.,Neutral
a32089a1-1740-417b-87f2-266d3db53b61,Even in an emergency I wouldn't feel like panicking.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,I wouldn't pretend to like someone just to get that person to do favors for me.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,I’ve never really enjoyed looking through an encyclopedia.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,I do only the minimum amount of work needed to get by.,Disagree
a32089a1-1740-417b-87f2-266d3db53b61,"Even when people make a lot of mistakes, I rarely say anything negative.",Agree
a32089a1-1740-417b-87f2-266d3db53b61,I tend to feel quite self-conscious when speaking in front of a group of people.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,I get very anxious when waiting to hear about an important decision.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,"I’d be tempted to use counterfeit money, if I were sure I could get away with it.",Strongly Disagree
a32089a1-1740-417b-87f2-266d3db53b61,I don't think of myself as the artistic or creative type.,Neutral
a32089a1-1740-417b-87f2-266d3db53b61,People often call me a perfectionist.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,I find it hard to compromise with people when I really think I’m right.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,The first thing that I always do in a new place is to make friends.,Neutral
a32089a1-1740-417b-87f2-266d3db53b61,I rarely discuss my problems with other people.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,I would get a lot of pleasure from owning expensive luxury goods.,Disagree
a32089a1-1740-417b-87f2-266d3db53b61,I find it boring to discuss philosophy.,Neutral
a32089a1-1740-417b-87f2-266d3db53b61,"I prefer to do whatever comes to mind, rather than stick to a plan.",Neutral
a32089a1-1740-417b-87f2-266d3db53b61,I find it hard to keep my temper when people insult me.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,Most people are more upbeat and dynamic than I generally am.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,I remain unemotional even in situations where most people get very sentimental.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,I want people to know that I am an important person of high status.,Neutral
a32089a1-1740-417b-87f2-266d3db53b61,I have sympathy for people who are less fortunate than I am.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,I try to give generously to those in need.,Agree
a32089a1-1740-417b-87f2-266d3db53b61,It wouldn’t bother me to harm someone I didn’t like.,Strongly Disagree
a32089a1-1740-417b-87f2-266d3db53b61,People see me as a hard-hearted person.,Neutral
de216cca-84ff-4724-806a-ef96d530b450,I would be quite bored by a visit to an art gallery.,Neutral
de216cca-84ff-4724-806a-ef96d530b450,I clean my office or home quite frequently.,Agree
de216cca-84ff-4724-806a-ef96d530b450,"I rarely hold a grudge, even against people who have badly wronged me.",Agree
de216cca-84ff-4724-806a-ef96d530b450,I feel reasonably satisfied with myself overall.,Agree
de216cca-84ff-4724-806a-ef96d530b450,I would feel afraid if I had to travel in bad weather conditions.,Agree
de216cca-84ff-4724-806a-ef96d530b450,"If I want something from a person I dislike, I will act very nicely toward that person in order to get it.",Agree
de216cca-84ff-4724-806a-ef96d530b450,I'm interested in learning about the history and politics of other countries.,Agree
de216cca-84ff-4724-806a-ef96d530b450,"When working, I often set ambitious goals for myself.",Strongly Agree
de216cca-84ff-4724-806a-ef96d530b450,People sometimes tell me that I am too critical of others.,Neutral
de216cca-84ff-4724-806a-ef96d530b450,I rarely express my opinions in group meetings.,Agree
de216cca-84ff-4724-806a-ef96d530b450,I sometimes can't help worrying about little things.,Agree
de216cca-84ff-4724-806a-ef96d530b450,"If I knew that I could never get caught, I would be willing to steal a million dollars.",Disagree
de216cca-84ff-4724-806a-ef96d530b450,I would like a job that requires following a routine rather than being creative.,Agree
de216cca-84ff-4724-806a-ef96d530b450,I often check my work over repeatedly to find any mistakes.,Agree
de216cca-84ff-4724-806a-ef96d530b450,People sometimes tell me that I'm too stubborn.,Agree
de216cca-84ff-4724-806a-ef96d530b450,"I avoid making ""small talk"" with people.",Neutral
de216cca-84ff-4724-806a-ef96d530b450,"When I suffer from a painful experience, I need someone to make me feel comfortable.",Agree
de216cca-84ff-4724-806a-ef96d530b450,Having a lot of money is not especially important to me.,Neutral
de216cca-84ff-4724-806a-ef96d530b450,I think that paying attention to radical ideas is a waste of time.,Disagree
de216cca-84ff-4724-806a-ef96d530b450,I make decisions based on the feeling of the moment rather than on careful thought.,Disagree
de216cca-84ff-4724-806a-ef96d530b450,People think of me as someone who has a quick temper.,Neutral
de216cca-84ff-4724-806a-ef96d530b450,I am energetic nearly all the time.,Agree
de216cca-84ff-4724-806a-ef96d530b450,I feel like crying when I see other people crying.,Agree
de216cca-84ff-4724-806a-ef96d530b450,I am an ordinary person who is no better than others.,Agree
de216cca-84ff-4724-806a-ef96d530b450,I wouldn't spend my time reading a book of poetry.,Neutral
de216cca-84ff-4724-806a-ef96d530b450,"I plan ahead and organize things, to avoid scrambling at the last minute.",Strongly Agree
de216cca-84ff-4724-806a-ef96d530b450,"My attitude toward people who have treated me badly is ""forgive and forget"".",Agree
de216cca-84ff-4724-806a-ef96d530b450,I think that most people like some aspects of my personality.,Agree
de216cca-84ff-4724-806a-ef96d530b450,I don’t mind doing jobs that involve dangerous work.,Agree
de216cca-84ff-4724-806a-ef96d530b450,"I wouldn't use flattery to get a raise or promotion at work, even if I thought it would succeed.",Agree
de216cca-84ff-4724-806a-ef96d530b450,I enjoy looking at maps of different places.,Agree
de216cca-84ff-4724-806a-ef96d530b450,I often push myself very hard when trying to achieve a goal.,Agree
de216cca-84ff-4724-806a-ef96d530b450,I generally accept people’s faults without complaining about them.,Agree
de216cca-84ff-4724-806a-ef96d530b450,"In social situations, I'm usually the one who makes the first move.",Agree
de216cca-84ff-4724-806a-ef96d530b450,I worry a lot less than most people do.,Agree
de216cca-84ff-4724-806a-ef96d530b450,I would be tempted to buy stolen property if I were financially tight.,Strongly Disagree
de216cca-84ff-4724-806a-ef96d530b450,"I would enjoy creating a work of art, such as a novel, a song, or a painting.",Agree
de216cca-84ff-4724-806a-ef96d530b450,"When working on something, I don't pay much attention to small details.",Disagree
de216cca-84ff-4724-806a-ef96d530b450,I am usually quite flexible in my opinions when people disagree with me.,Agree
de216cca-84ff-4724-806a-ef96d530b450,I enjoy having lots of people around to talk with.,Agree
de216cca-84ff-4724-806a-ef96d530b450,I can handle difficult situations without needing emotional support from anyone else.,Agree
de216cca-84ff-4724-806a-ef96d530b450,"I would like to live in a very expensive, high-class neighborhood.",Neutral
de216cca-84ff-4724-806a-ef96d530b450,I like people who have unconventional views.,Agree
de216cca-84ff-4724-806a-ef96d530b450,I make a lot of mistakes because I don't think before I act.,Agree
de216cca-84ff-4724-806a-ef96d530b450,"I rarely feel anger, even when people treat me quite badly.",Agree
de216cca-84ff-4724-806a-ef96d530b450,"On most days, I feel cheerful and optimistic.",Agree
de216cca-84ff-4724-806a-ef96d530b450,"When someone I know well is unhappy, I can almost feel that person's pain myself.",Agree
de216cca-84ff-4724-806a-ef96d530b450,I wouldn’t want people to treat me as though I were superior to them.,Agree
de216cca-84ff-4724-806a-ef96d530b450,"If I had the opportunity, I would like to attend a classical music concert.",Agree
de216cca-84ff-4724-806a-ef96d530b450,People often joke with me about the messiness of my room or desk.,Agree
de216cca-84ff-4724-806a-ef96d530b450,"If someone has cheated me once, I will always feel suspicious of that person.",Agree
de216cca-84ff-4724-806a-ef96d530b450,I feel that I am an unpopular person.,Neutral
de216cca-84ff-4724-806a-ef96d530b450,"When it comes to physical danger, I am very fearful.",Disagree
de216cca-84ff-4724-806a-ef96d530b450,"If I want something from someone, I will laugh at that person's worst jokes.",Agree
de216cca-84ff-4724-806a-ef96d530b450,I would be very bored by a book about the history of science and technology.,Neutral
de216cca-84ff-4724-806a-ef96d530b450,"Often when I set a goal, I end up quitting without having reached it.",Agree
de216cca-84ff-4724-806a-ef96d530b450,I tend to be lenient in judging other people.,Agree
de216cca-84ff-4724-806a-ef96d530b450,"When I'm in a group of people, I'm often the one who speaks on behalf of the group.",Agree
de216cca-84ff-4724-806a-ef96d530b450,"I rarely, if ever, have trouble sleeping due to stress or anxiety.",Agree
de216cca-84ff-4724-806a-ef96d530b450,"I would never accept a bribe, even if it were very large.",Strongly Agree
de216cca-84ff-4724-806a-ef96d530b450,People have often told me that I have a good imagination.,Agree
de216cca-84ff-4724-806a-ef96d530b450,"I always try to be accurate in my work, even at the expense of time.",Strongly Agree
de216cca-84ff-4724-806a-ef96d530b450,"When people tell me that I’m wrong, my first reaction is to argue with them.",Neutral
de216cca-84ff-4724-806a-ef96d530b450,I prefer jobs that involve active social interaction to those that involve working alone.,Strongly Agree
de216cca-84ff-4724-806a-ef96d530b450,"Whenever I feel worried about something, I want to share my concern with another person.",Agree
de216cca-84ff-4724-806a-ef96d530b450,I would like to be seen driving around in a very expensive car.,Neutral
de216cca-84ff-4724-806a-ef96d530b450,I think of myself as a somewhat eccentric person.,Neutral
de216cca-84ff-4724-806a-ef96d530b450,I don’t allow my impulses to govern my behavior.,Strongly Agree
de216cca-84ff-4724-806a-ef96d530b450,Most people tend to get angry more quickly than I do.,Agree
de216cca-84ff-4724-806a-ef96d530b450,People often tell me that I should try to cheer up.,Neutral
de216cca-84ff-4724-806a-ef96d530b450,I feel strong emotions when someone close to me is going away for a long time.,Agree
de216cca-84ff-4724-806a-ef96d530b450,I think that I am entitled to more respect than the average person is.,Neutral
de216cca-84ff-4724-806a-ef96d530b450,Sometimes I like to just watch the wind as it blows through the trees.,Agree
de216cca-84ff-4724-806a-ef96d530b450,"When working, I sometimes have difficulties due to being disorganized.",Agree
de216cca-84ff-4724-806a-ef96d530b450,I find it hard to fully forgive someone who has done something mean to me.,Agree
de216cca-84ff-4724-806a-ef96d530b450,I sometimes feel that I am a worthless person.,Neutral
de216cca-84ff-4724-806a-ef96d530b450,Even in an emergency I wouldn't feel like panicking.,Agree
de216cca-84ff-4724-806a-ef96d530b450,I wouldn't pretend to like someone just to get that person to do favors for me.,Strongly Agree
de216cca-84ff-4724-806a-ef96d530b450,I’ve never really enjoyed looking through an encyclopedia.,Agree
de216cca-84ff-4724-806a-ef96d530b450,I do only the minimum amount of work needed to get by.,Disagree
de216cca-84ff-4724-806a-ef96d530b450,"Even when people make a lot of mistakes, I rarely say anything negative.",Agree
de216cca-84ff-4724-806a-ef96d530b450,I tend to feel quite self-conscious when speaking in front of a group of people.,Agree
de216cca-84ff-4724-806a-ef96d530b450,I get very anxious when waiting to hear about an important decision.,Agree
de216cca-84ff-4724-806a-ef96d530b450,"I’d be tempted to use counterfeit money, if I were sure I could get away with it.",Strongly Disagree
de216cca-84ff-4724-806a-ef96d530b450,I don't think of myself as the artistic or creative type.,Neutral
de216cca-84ff-4724-806a-ef96d530b450,People often call me a perfectionist.,Agree
de216cca-84ff-4724-806a-ef96d530b450,I find it hard to compromise with people when I really think I’m right.,Agree
de216cca-84ff-4724-806a-ef96d530b450,The first thing that I always do in a new place is to make friends.,Neutral
de216cca-84ff-4724-806a-ef96d530b450,I rarely discuss my problems with other people.,Agree
de216cca-84ff-4724-806a-ef96d530b450,I would get a lot of pleasure from owning expensive luxury goods.,Disagree
de216cca-84ff-4724-806a-ef96d530b450,I find it boring to discuss philosophy.,Neutral
de216cca-84ff-4724-806a-ef96d530b450,"I prefer to do whatever comes to mind, rather than stick to a plan.",Neutral
de216cca-84ff-4724-806a-ef96d530b450,I find it hard to keep my temper when people insult me.,Agree
de216cca-84ff-4724-806a-ef96d530b450,Most people are more upbeat and dynamic than I generally am.,Agree
de216cca-84ff-4724-806a-ef96d530b450,I remain unemotional even in situations where most people get very sentimental.,Agree
de216cca-84ff-4724-806a-ef96d530b450,I want people to know that I am an important person of high status.,Neutral
de216cca-84ff-4724-806a-ef96d530b450,I have sympathy for people who are less fortunate than I am.,Agree
de216cca-84ff-4724-806a-ef96d530b450,I try to give generously to those in need.,Agree
de216cca-84ff-4724-806a-ef96d530b450,It wouldn’t bother me to harm someone I didn’t like.,Strongly Disagree
de216cca-84ff-4724-806a-ef96d530b450,People see me as a hard-hearted person.,Disagree
